YEAR,MONTH,DATE,FISHING_SEASON,SITE,SEGMENT_START,SEGMENT_END,TRAPS,OBSERVER,NOTES
2012,10,10/5/12,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2012,10,10/5/12,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2012,10,10/20/12,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2012,11,11/2/12,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2012,11,11/19/12,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2012,12,12/12/12,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2013,1,1/8/13,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.200,119 51.150,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.150,119 51.100,0,Matt Kay,FIXED Start/Stop
2013,2,2/6/13,2012-2013,IVEE,119 51.100,119 51.050,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.700,119 52.650,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.650,119 52.600,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.600,119 52.550,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.550,119 52.500,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.500,119 52.450,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.450,119 52.400,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.400,119 52.350,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.350,119 52.300,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.300,119 52.250,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.250,119 52.200,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.200,119 52.150,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.150,119 52.100,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.100,119 52.050,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.050,119 52.000,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 52.000,119 51.950,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.950,119 51.900,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.900,119 51.850,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.850,119 51.800,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.800,119 51.750,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.750,119 51.700,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.700,119 51.650,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.650,119 51.600,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.600,119 51.550,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.550,119 51.500,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.500,119 51.450,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.450,119 51.400,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.400,119 51.350,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.350,119 51.300,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.300,119 51.250,0,Matt Kay,FIXED Start/Stop
2013,3,3/18/13,2012-2013,IVEE,119 51.250,119 51.200,0,Matt Kay,FIXED Start/Stop
