RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
4289,REYNOLDS WEIR,,,,CA00302,-119.6705,36.4344,,FRESNO,TR KINGS RIVER,,0,LAGUNA IRRIGATION DISTRICT,U,,N,CB,X,S,CS,1928,,130,13,0,11,13,0,0,260,260,21,1850,L,N,6/19/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4290,ISLAND WEIR,,,,CA00303,-119.7896,36.3878,,KINGS,NFK KINGS RV,,0,LAGUNA IRRIGATION DISTRICT,U,,N,CB,X,S,CS,1926,,224,13,0,8,13,0,0,230,230,18,1600,L,N,6/19/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4291,FAIRMOUNT PARK,EVANS LAKE,,,CA00304,-117.3825,33.9954,,RIVERSIDE,TR SANTA ANA RIVER,2,2,CITY OF RIVERSIDE,L,,N,RE,X,S,RS,1923,,800,12,0,9,12,0,0,200,200,40,22,H,N,5/4/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,28000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mark Takano (D),D,CA41,,0,Y,Y,Y,Y,
4292,MOCKINGBIRD CANYON,,,,CA00305,-117.4156,33.8952,,RIVERSIDE,MOCKINGBIRD CAN,2,2,CITY OF RIVERSIDE,L,,N,RE,X,RS,S,1914,,1525,74,0,55,74,0,0,1250,1250,64,13.13,H,N,5/4/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,140000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mark Takano (D),D,CA41,,0,Y,Y,Y,Y,
4293,REDHAWK LAKE,CALAVERAS,,,CA00306,-120.4944,38.3256,,CALAVERAS,NFK CALAVERAS RIV,15,15,CALAVERAS PUBLIC UTILITY DISTRICT,U,,N,RE,X,S,CS,1882,,780,33,0,28.1,33,0,0,2760,2760,80,2.5,S,N,6/15/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,81000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,
4294,CPUD MIDDLE FORK,SCHAAD'S RESERVOIR,,,CA00307,-120.4425,38.3848,"S.POR 9,T.6,R.14",CALAVERAS,MIDDLE FORK MOKELUMNE RIVER,WEST POINT,5,CALAVERAS PUBLIC UTILITY DISTRICT,U,,N,RE,FEK,RK,HP,1939,1989,900,102,112,82,112,13500,2525,1650,2525,45,28.5,H,Y,9/19/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,19-APR-18
4295,JEFF DAVIS,,,,CA00309,-120.5406,38.3439,,CALAVERAS,TR WET GULCH CRK,2.5,2.5,CALAVERAS PUBLIC UTILITY DISTRICT,U,,N,RE,X,R,S,1973,,102,114,0,109,114,0,0,1800,1800,62,0.4,H,N,6/15/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,555000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,
4296,KIMBALL CREEK,,,,CA00310,-122.6133,38.6202,,NAPA,KIMBALL CREEK,3.5,3.5,CITY OF CALISTOGA,L,,N,RE,X,R,S,1939,,325,80,0,74,80,0,0,344,344,14,3.44,H,Y,3/13/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,91000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mike Thompson (D),D,CA05,,0,Y,Y,Y,Y,
4297,CRESCENT WEIR,,,,CA00311,-119.8771,36.3853,,KINGS,ZALDA CREEK,,0,CRESCENT CANAL COMPANY,P,,N,CBCN,X,S,CS,1933,,327,16,0,6.1,16,0,0,50,50,9,1600,L,N,6/8/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,550,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4298,MATILIJA,,,,CA00312,-119.3084,34.4838,,VENTURA,MATILIJA CREEK,3,3,VENTURA COUNTY WATERSHED PROTECTION DISTRICT,L,,Y,VA,X,R,CS,1949,,620,163,0,120,163,0,0,1800,1800,86,55,H,Y,2/13/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,47825,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Julia Brownley (D),D,CA26,,0,Y,Y,Y,Y,
4299,RUNKLE,,,,CA00313,-118.731,34.2448,,VENTURA,RUNKLE CANYON,4,4,VENTURA COUNTY WATERSHED PROTECTION DISTRICT,L,,N,RE,X,RS,C,1949,,250,41,0,31.8,41,0,0,100,100,7,1.86,H,Y,2/14/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,33500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Hill (D),D,CA25,,0,Y,Y,Y,Y,
4300,SMALL CANYON,,,,CA00314,-117.2001,34.1468,,SAN BERNARDINO,TR CITY CREEK,1,1,COUNTY OF SAN BERNARDINO DEPARTMENT OF PUBLIC WORKS,L,,Y,RE,X,U,D,1957,,245,68,0,60,68,0,0,20,20,2,0,H,N,2/6/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,62000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Pete Aguilar (D),D,CA31,,0,Y,Y,Y,Y,
4301,LITTLE MOUNTAIN,,,,CA00318,-117.2943,34.1643,,SAN BERNARDINO,DEVIL CAN CR,2,2,COUNTY OF SAN BERNARDINO DEPARTMENT OF PUBLIC WORKS,L,,N,RE,X,S,C,1958,,2100,28,0,17.4,28,0,0,150,150,23,5.22,H,Y,2/6/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,59000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Pete Aguilar (D),D,CA31,,0,Y,Y,Y,Y,23-DEC-15
4302,ALTA LOMA BASIN #1,,,,CA00319,-117.5909,34.1437,,SAN BERNARDINO,ALTA LOMA CHANNEL,1,1,COUNTY OF SAN BERNARDINO DEPARTMENT OF PUBLIC WORKS,L,,N,RE,X,S,C,1964,,2600,30,0,23,30,0,0,70,70,23,1.98,H,Y,2/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,59500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Pete Aguilar (D),D,CA31,,0,Y,Y,Y,Y,23-DEC-15
4303,ALTA LOMA BASIN #2,,,,CA00320,-117.5842,34.1435,,SAN BERNARDINO,ALTA LOMA CHANNEL,1,1,COUNTY OF SAN BERNARDINO DEPARTMENT OF PUBLIC WORKS,L,,N,RE,X,S,C,1971,,3000,22,0,14,22,0,0,85,85,26,0.54,H,Y,2/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,90000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Pete Aguilar (D),D,CA31,,0,Y,Y,Y,Y,23-DEC-15
4304,NOVATO CREEK,STAFFORD LAKE,,,CA00321,-122.6368,38.118,,MARIN,NOVATO CREEK,2,2,NORTH MARIN COUNTY WATER DISTRICT,U,,N,RE,X,S,CS,1951,,650,71,0,53,71,0,0,4430,4430,195,8.64,H,Y,3/8/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,590922,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jared Huffman (D),D,CA02,,0,Y,Y,Y,Y,21-OCT-15
4305,LAKE ANGELA,,,,CA00322,-120.3279,39.3225,,NEVADA,TR SFK YUBA RV,1.9,1.9,DONNER SUMMIT PUBLIC UTILITY DISTRICT,U,,N,PG,X,R,ST,1924,,820,28,0,28,28,0,0,310,310,18,0.2,H,N,5/23/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,1610,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Doug LaMalfa (R),R,CA01,,0,Y,Y,Y,Y,
4306,COPCO NO 1,,,,CA00323,-122.3334,41.9794,"T48N,R4W,S30",SISKIYOU,KLAMATH RIVER,HORNBROOK,10,PACIFICORP,P,COPCO,Y,CNPGVA,HCK,RK,FHR,1922,,415,230,250,123,250,46900,60000,46867,60000,1000,4300,H,Y,5/16/2018,1,Y,"DWR, SAFETY OF DAMS",C,182,T13;L3;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,02-JAN-18
4307,COPCO NO 2,,,,CA00324,-122.339,41.9791,"T47N,R4W,S30",SISKIYOU,KLAMATH RIVER,NONE,0,PACIFICORP,P,COPCO,Y,CBCNPG,HCK,RK,H,1925,,278,38,63,27,63,44800,73,73,73,5,4300,L,Y,5/18/2018,3,Y,"DWR, SAFETY OF DAMS",C,130,T5;L1;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,15-DEC-05
4308,IRON GATE,,,,CA00325,-122.4349,41.9342,"T47N,R5W,S9",SISKIYOU,KLAMATH RIVER,HORNBROOK,45,PACIFICORP,P,PIONEER SERVICES & ENGINEERING CO.,Y,ERRE,IEK,RK,HOR,1962,,740,173,189,163,189,72000,58000,19000,58000,580,4360,H,Y,5/15/2018,1,Y,"DWR, SAFETY OF DAMS",U,727,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,02-JAN-18
4309,BUTT VALLEY,,,,CA00326,-121.1461,40.1154,"S.13,T.26N,R.27E",PLUMAS,BUTT CREEK,LITTLE HAVEN,11,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1924,,1520,70,80,70,80,30000,49897,49800,49897,1600,83.5,H,Y,9/19/2017,1,Y,"DWR, SAFETY OF DAMS",U,150,,440000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4310,LAKE ALMANOR,CANYON,,,CA00327,-121.0888,40.1744,"S.28.T.27N,R.8E",PLUMAS,NORTH FORK FEATHER RIVER,SENECA,5,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1927,,1750,90,135,90,135,70000,1142964,1140000,1142964,27064,491,H,Y,9/19/2017,1,Y,"DWR, SAFETY OF DAMS",U,500,,1533000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4311,POE,,,,CA00328,-121.4318,39.8097,"S.32,T.23N,R.5E",BUTTE,NORTH FORK FEATHER RIVER,PULGA,1,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNPG,,R,H,1958,,427,80,0,40,80,160000,1204,1150,1204,53.3,1942,L,NR,8/25/2016,2,Y,"DWR, SAFETY OF DAMS",C,243,T6;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,
4312,CRESTA,,,,CA00329,-121.3702,39.8805,"S.1,T.23N,R.5E",PLUMAS,NORTH FORK FEATHER RIVER,PULGA,7,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNPG,,R,H,1949,,378,113,0,0,113,211000,4140,2000,4140,62,1880,S,Y,9/18/2017,1,Y,"DWR, SAFETY OF DAMS",C,271,T1;D2;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4313,ROCK CREEK,,,,CA00330,-121.2834,39.9866,"S.23,24,26,35,T.25N,R.6E",PLUMAS,NORTH FORK FEATHER RIVER,TOBIN,4,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNPG,,R,H,1950,,567,126,0,0,126,280000,4400,1590,4400,114,1771,H,Y,9/18/2017,1,Y,"DWR, SAFETY OF DAMS",C,60,T1;D2;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4314,LOWER BUCKS LAKE,BUCKS DIVERSION,,,CA00331,-121.2283,39.9012,"S.29,T.24N,R.7E",PLUMAS,BRUSH CREEK,PULGA,18,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNPGVA,,R,HRS,1928,,495,99,96,89,99,15500,5843,5840,5843,136,31.2,S,Y,6/27/2018,1,Y,"DWR, SAFETY OF DAMS",U,200,,46000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4315,BUCKS LAKE,BUCKS STORAGE,,,CA00332,-121.2038,39.8953,"S.33,T.24N,R.7E",PLUMAS,BRUSH CREEK,PULGA,20,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,ER,,R,HRS,1928,,1320,123,109,96,123,15000,105605,102000,105605,1852,28.6,H,Y,6/27/2018,1,Y,"DWR, SAFETY OF DAMS",U,100,,600000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4316,GRIZZLY FOREBAY,,,,CA00333,-121.2919,39.8914,"S.34,35,T.24N,R.6E",PLUMAS,GRIZZLY CREEK,PULGA,14,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNPGVA,,R,H,1928,,520,98,87,82,98,9200,1112,1110,1112,38,14.6,S,Y,6/27/2018,1,Y,"DWR, SAFETY OF DAMS",U,100,,21000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4317,THREE LAKES,,,,CA00334,-121.2235,39.9681,"S.4,5,T.24N,R.7E",PLUMAS,FEATHER RIVER,ROGERS CAMP,3,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,ER,,R,H,1928,,584,30,33,27.3,33,500,606,513,606,44,1.3,L,NR,6/1/2018,1,Y,"DWR, SAFETY OF DAMS",U,24,,14000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,
4318,BALCH DIVERSION,BLACK ROCK,,,CA00335,-119.0234,36.9198,"S.3,T.12S,R.27E",FRESNO,NORTH FORK KINGS RIVER,BALCH CAMP,7,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNVA,HCK,RK,H,1927,1958S,396,135,0,134,135,47000,1295,1260,1295,35,56,S,Y,9/26/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,04-JAN-18
4319,BALCH AFTERBAY,,,,CA00336,-119.0906,36.9096,"S.12,T.12S,R.26E",FRESNO,NORTH FORK KINGS RIVER,BALCH CAMP,2,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,CNVA,HCK,RK,H,1928,1962S,237.5,165,0,164,165,43000,325,317,325,7,13,S,Y,9/26/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,04-JAN-18
4320,CRANE VALLEY,BASS LAKE,,,CA00337,-119.5292,37.2923,"S.26,T.7S,R.22E",MADERA,NORTH FORK WILLOW CREEK,NORTH FORK,6,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,,IXZ,UZ,HR,1910,,1880,145,145,140.9,145,27000,45410,45400,45410,1165,39.7,H,Y,9/12/2017,1,Y,"DWR, SAFETY OF DAMS",C,173,T2;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,03-JAN-18
4321,WISHON FOREBAY,CORRINE LAKE,,,CA00338,-119.4963,37.159,"S.7,8,T.9S,R.23E",MADERA,NORTH FORK WILLOW CREEK,FRIANT,17,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,RE,IXZ,UZ,HR,1896,,1572,15,15,12,15,1000,69,69,69,7,0,L,NR,9/13/2017,1,Y,"DWR, SAFETY OF DAMS",U,62,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,
4322,SAN JOAQUIN NO. 3 FOREBAY,,,,CA00339,-119.5325,37.2535,"S.11,T.8S,R.22E",MADERA,NORTH FORK WILLOW CREEK,NORTH FORK,2,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,IXZ,UZ,H,1906,,450,40,40,7,40,170,20,19,20,3,0,L,NR,9/12/2017,1,Y,"DWR, SAFETY OF DAMS",U,42,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,
4323,KERCKHOFF,,,,CA00340,-119.5274,37.1284,"S.24,T.9S,R.22E","FRESNO, MADERA",SAN JOAQUIN RIVER,FRIANT,15,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,CNVA,HCZ,UZ,HR,1920,,507,114,106,86,114,75000,4252,4250,4252,160,1461,L,NR,9/29/2016,2,Y,"DWR, SAFETY OF DAMS",C,280,T14;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,
4324,MERCED FALLS,,,,CA00341,-120.3295,37.5222,"S.4,T.5S,R.15E",MERCED,MERCED RIVER,SNELLING,7,MERCED IRRIGATION DISTRICT,U,,N,CNPGRE,HCZ,UZ,H,1901,,1679,43,34,29,43,44000,678,603,678,65,1020,H,Y,9/22/2017,1,Y,"DWR, SAFETY OF DAMS",C,610,T3;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Jim Costa (D),D,CA16,,1,Y,Y,Y,Y,03-JAN-18
4325,MANZANITA DIVERSION,MANZANITA LAKE,,,CA00342,-119.5145,37.244,"S.12,T.8S,R.22E",MADERA,NORTH FORK WILLOW CREEK,NORTH FORK,1,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,CNVA,HCZ,UZ,H,1917,,205,30,30,30,30,1500,168,164,168,26,61,H,Y,9/13/2017,1,Y,"DWR, SAFETY OF DAMS",U,29,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,1,Y,Y,Y,Y,03-JAN-18
4326,DE SABLA FOREBAY,,,,CA00343,-121.6117,39.8722,"S.2,11,T.23N,R.3E",BUTTE,BUTTE CREEK,DE SABLA,1,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,IXZ,UZ,H,1962,,1079,52,0,0,52,500,188,180,188,14.9,0.3,L,NR,9/13/2016,2,Y,"DWR, SAFETY OF DAMS",U,44,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,
4327,KUNKLE,,,,CA00344,-121.5757,39.713,,BUTTE,TR W BR FEATHER R,,0,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,X,R,OS,1907,,1040,54,0,44.9,54,0,0,155,155,18,1.06,S,Y,5/8/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,80960,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Doug LaMalfa (R),R,CA01,,0,Y,Y,Y,Y,31-DEC-16
4328,PHILBROOK MAIN,PHILBROOK NO. 1,,,CA00345,-121.4768,40.0293,"S.13,T.25N,R.4E",BUTTE,PHILBROOK CREEK,STIRLING CITY,10,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,IXK,UK,H,1926,,850,87,0,0,87,2050,0,5009,5009,173,5,H,Y,7/18/2017,2,Y,"DWR, SAFETY OF DAMS",C,14,T1;,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,2,Y,Y,Y,Y,04-JAN-18
4329,PHILBROOK SADDLE,,,,CA00345,-121.4746,40.0307,"S.13,T.25N,R.4E",BUTTE,PHILBROOK CREEK,STIRLING CITY,10,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,IXK,UK,H,1926,,470,24,0,0,24,2075,0,5009,5009,173,5,L,NR,7/18/2017,2,N,,U,30,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,S001,2,N,N,N,N,
4330,ROUND VALLEY,SNAG LAKE,,,CA00346,-121.4532,40.073,"S.30,T.26N,R.5E",BUTTE,WEST BRANCH FEATHER RIVER,STIRLING CITY,12,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,RE,IXZ,UZ,H,1877,,850,29.4,29,0,29.4,1800,1200,1196,1200,96.3,2.3,H,Y,7/18/2017,2,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,04-JAN-18
4331,BLUE LAKE,,,,CA00347,-120.6363,39.3583,"S.9,T.17N,R.12E",NEVADA,RUCKER CREEK,NONE,0,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1856,,282,21,25,21,25,253,1163,1200,1200,62,0.3,H,Y,7/10/2017,1,Y,"DWR, SAFETY OF DAMS",U,12,,2500,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,03-JAN-18
4332,HALSEY AFTERBAY,,,,CA00348,-121.0428,38.9559,"S.26,T.13N,R.8E",PLACER,DRY CREEK,BAXTER,3,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,ER,,,H,1913,,222,38,40.2,29,40.2,2830,106,60,106,9,3.5,H,Y,5/15/2018,1,Y,"DWR, SAFETY OF DAMS",U,72,,6000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,03-JAN-18
4333,CULBERTSON LAKE,,,,CA00349,-120.6234,39.4212,"S.15,16,T.18N,R.12E",NEVADA,TEXAS CREEK - TR,NONE,0,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,ERRE,,,H,1852,,255,20,20,16,20,165,953,950,953,70,0.4,L,NR,8/8/2017,1,Y,"DWR, SAFETY OF DAMS",U,23,,2700,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,
4334,DRUM FOREBAY,,,,CA00350,-120.7506,39.2508,"S.16,T.16N,R.11E",PLACER,DRUM CANAL,BAXTER,3,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1913,,4107,65,65.3,60.3,65.3,2600,621,520,621,23,0,H,Y,6/5/2018,1,Y,"DWR, SAFETY OF DAMS",U,107,,350000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,03-JAN-18
4335,FULLER LAKE,,,,CA00351,-120.6507,39.3449,"S.8,17,T.17N,R.12E",NEVADA,JOHN CREEK - TRIBUTARY,WASHINGTON,8,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1856,,410,39,39,35.7,39,350,1127,1100,1127,68.9,0.6,L,NR,8/18/2016,1,Y,"DWR, SAFETY OF DAMS",U,15,,9500,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,
4336,HALSEY FOREBAY NO. 1,,,,CA00352,-121.0363,38.9716,"S.13,24,T.13N,R.8E",PLACER,DRY CREEK,AUBURN,1,PACIFIC GAS AND ELECTRIC COMPANY,P,,Y,RE,,,H,1913,,850,42,42,36.5,42,1200,244,244,244,18,0,H,Y,5/14/2018,1,Y,"DWR, SAFETY OF DAMS",U,40,,40000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,2,Y,Y,Y,Y,03-JAN-18
4337,HALSEY FOREBAY NO. 2,,,,CA00352,-121.0402,38.9723,"S.13,24,T.13N,R.8E",PLACER,DRY CREEK,AUBURN,2,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1913,,1167,55,55,36.5,55,1200,244,244,244,18,0,S,Y,5/14/2018,1,N,,N,52,,80000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,S001,2,N,N,N,N,03-JAN-18
4338,KELLY LAKE,,,,CA00353,-120.581,39.3107,"S.25,T.17N,R.12E",PLACER,NORTH FORK AMERICAN RIVER,WASHINGTON,8,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,RE,,,H,1928,,448,23,23.5,21,23.5,490,336,360,360,26,0.5,L,Y,7/10/2017,1,Y,"DWR, SAFETY OF DAMS",U,24,,1400,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Doug LaMalfa (R),R,CA01,,1,Y,Y,Y,Y,03-JAN-18
4339,KIDD LAKE MAIN,,,,CA00354,-120.4327,39.3107,"S.29,T.17N,R.14E",PLACER,SOUTH YUBA RIVER - TR,WASHINGTON,25,PACIFIC GAS AND ELECTRIC COMPANY,P,,N,ERRE,,,H,1850,,449,35,42.5,39,42.5,1000,1505,1520,1520,86,0.5,S,Y,7/10/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,14000,0,0,0,,,,FERC,FERC,,,,FERC,CA,05-AUG-18,,Tom McClintock (R),R,CA04,,2,Y,Y,Y,Y,03-JAN-18
